driver_id,vehicle_type,is_ev,status,rating,experience_months,home_zone_id,current_zone_id,daily_trip_target,battery_capacity_kwh,avg_daily_earnings,preferred_shift,join_date,city
DRV0541,Auto,False,active,4.3,9,Z083,Z143,22,,1056,morning,2023-04-06,Bangalore
DRV0542,Bike,False,active,4.9,1,Z021,Z125,29,,514,evening,2023-12-02,Bangalore
DRV0543,Bike,False,active,3.6,29,Z195,Z120,23,,896,morning,2021-08-14,Bangalore
DRV0544,Auto,False,active,4.3,12,Z139,Z094,10,,859,evening,2023-01-06,Bangalore
DRV0545,Auto,False,inactive,4.0,16,Z100,Z100,15,,1002,evening,2022-09-08,Bangalore
DRV0546,Auto,False,active,4.9,17,Z128,Z197,19,,1211,afternoon,2022-08-09,Bangalore
DRV0547,Bike,False,active,4.6,6,Z021,Z034,20,,701,evening,2023-07-05,Bangalore
DRV0548,Bike,False,active,4.2,2,Z169,Z126,23,,767,evening,2023-11-02,Bangalore
DRV0549,Bike,False,inactive,4.1,28,Z127,Z127,17,,685,morning,2021-09-13,Bangalore
DRV0550,Auto,False,inactive,4.6,14,Z101,Z101,19,,1051,morning,2022-11-07,Bangalore
DRV0551,Bike,False,active,3.7,8,Z133,Z025,18,,616,afternoon,2023-05-06,Bangalore
DRV0552,Bike,False,active,3.9,5,Z042,Z143,28,,608,evening,2023-08-04,Bangalore
DRV0553,Auto,False,active,4.8,116,Z030,Z043,18,,1375,afternoon,2021-01-01,Bangalore
DRV0554,Bike,False,suspended,4.3,10,Z099,Z099,25,,719,afternoon,2023-03-07,Bangalore
DRV0555,Auto,False,inactive,4.7,3,Z064,Z064,16,,984,flexible,2023-10-03,Bangalore
DRV0556,Bike,False,suspended,4.7,9,Z107,Z107,15,,608,evening,2023-04-06,Bangalore
DRV0557,Auto,False,suspended,5.0,4,Z073,Z073,13,,1105,morning,2023-09-03,Bangalore
DRV0558,EV Bike,True,active,3.6,1,Z156,Z131,12,3.2,514,morning,2023-12-02,Bangalore
DRV0559,Bike,False,active,4.3,7,Z073,Z024,27,,422,evening,2023-06-05,Bangalore
DRV0560,EV Bike,True,active,4.6,34,Z177,Z180,22,2.6,796,night,2021-03-17,Bangalore
DRV0561,Bike,False,active,4.4,12,Z086,Z090,28,,596,flexible,2023-01-06,Bangalore
DRV0562,Bike,False,active,3.8,2,Z015,Z163,27,,603,morning,2023-11-02,Bangalore
DRV0563,Auto,False,active,4.2,11,Z058,Z040,20,,1167,flexible,2023-02-05,Bangalore
DRV0564,EV Bike,True,active,4.6,4,Z112,Z075,14,2.7,763,evening,2023-09-03,Bangalore
DRV0565,Bike,False,active,3.8,26,Z129,Z112,19,,766,evening,2021-11-12,Bangalore
DRV0566,Auto,False,active,4.3,2,Z165,Z189,13,,924,night,2023-11-02,Bangalore
DRV0567,Bike,False,inactive,4.2,6,Z187,Z187,28,,605,morning,2023-07-05,Bangalore
DRV0568,Bike,False,active,4.3,6,Z044,Z090,29,,603,morning,2023-07-05,Bangalore
DRV0569,EV Bike,True,active,4.6,11,Z198,Z187,23,3.0,608,evening,2023-02-05,Bangalore
DRV0570,Bike,False,inactive,4.0,2,Z093,Z093,18,,608,morning,2023-11-02,Bangalore
DRV0571,Bike,False,active,3.2,8,Z152,Z193,23,,746,evening,2023-05-06,Bangalore
DRV0572,Bike,False,active,4.3,15,Z161,Z170,16,,685,afternoon,2022-10-08,Bangalore
DRV0573,EV Bike,True,active,3.6,24,Z185,Z003,22,3.8,706,flexible,2022-01-11,Bangalore
DRV0574,Bike,False,active,3.8,15,Z185,Z099,22,,743,flexible,2022-10-08,Bangalore
DRV0575,Auto,False,active,4.4,17,Z045,Z129,18,,980,morning,2022-08-09,Bangalore
DRV0576,EV Auto,True,active,3.9,3,Z197,Z041,13,3.2,827,afternoon,2023-10-03,Bangalore
DRV0577,EV Auto,True,suspended,3.9,35,Z023,Z023,8,4.4,927,flexible,2021-02-15,Bangalore
DRV0578,Bike,False,active,4.6,3,Z036,Z023,27,,934,flexible,2023-10-03,Bangalore
DRV0579,Auto,False,active,4.4,2,Z111,Z080,17,,993,morning,2023-11-02,Bangalore
DRV0580,Bike,False,active,4.4,2,Z036,Z080,19,,827,evening,2023-11-02,Bangalore
DRV0581,Auto,False,active,3.8,4,Z154,Z185,12,,569,evening,2023-09-03,Bangalore
DRV0582,EV Bike,True,inactive,4.0,10,Z109,Z109,23,4.4,941,afternoon,2023-03-07,Bangalore
DRV0583,EV Bike,True,active,4.4,2,Z199,Z157,21,3.0,906,morning,2023-11-02,Bangalore
DRV0584,Auto,False,active,4.8,12,Z126,Z035,21,,966,morning,2023-01-06,Bangalore
DRV0585,Bike,False,active,3.9,4,Z058,Z009,28,,524,flexible,2023-09-03,Bangalore
DRV0586,Bike,False,active,4.7,14,Z053,Z017,20,,577,evening,2022-11-07,Bangalore
DRV0587,Bike,False,active,4.3,39,Z108,Z199,16,,764,evening,2021-01-01,Bangalore
DRV0588,Bike,False,inactive,4.1,11,Z154,Z154,16,,716,evening,2023-02-05,Bangalore
DRV0589,EV Bike,True,inactive,4.6,14,Z154,Z154,12,3.3,710,night,2022-11-07,Bangalore
DRV0590,EV Auto,True,active,3.8,20,Z073,Z199,14,3.1,949,flexible,2022-05-11,Bangalore
DRV0591,Auto,False,inactive,4.0,27,Z169,Z169,11,,1172,morning,2021-10-13,Bangalore
DRV0592,EV Bike,True,inactive,3.5,29,Z036,Z036,17,2.5,819,evening,2021-08-14,Bangalore
DRV0593,EV Bike,True,inactive,4.9,29,Z024,Z024,23,4.3,924,night,2021-08-14,Bangalore
DRV0594,Auto,False,active,4.5,14,Z122,Z163,11,,946,evening,2022-11-07,Bangalore
DRV0595,EV Auto,True,active,4.4,29,Z156,Z098,13,3.6,893,evening,2021-08-14,Bangalore
DRV0596,Bike,False,inactive,4.5,43,Z193,Z193,16,,763,evening,2021-01-01,Bangalore
DRV0597,EV Auto,True,active,4.1,4,Z035,Z052,12,2.5,821,evening,2023-09-03,Bangalore
DRV0598,Auto,False,active,4.3,3,Z128,Z061,19,,1006,evening,2023-10-03,Bangalore
DRV0599,Bike,False,active,5.0,2,Z156,Z072,21,,481,morning,2023-11-02,Bangalore
DRV0600,Bike,False,active,4.3,13,Z160,Z155,24,,693,morning,2022-12-07,Bangalore
DRV0601,EV Auto,True,active,4.2,75,Z186,Z178,17,3.2,1279,morning,2021-01-01,Bangalore
DRV0602,EV Bike,True,active,4.7,4,Z018,Z195,13,3.4,841,morning,2023-09-03,Bangalore
DRV0603,EV Bike,True,active,4.1,4,Z053,Z179,12,3.6,788,flexible,2023-09-03,Bangalore
DRV0604,Auto,False,active,4.2,14,Z155,Z181,16,,937,afternoon,2022-11-07,Bangalore
DRV0605,Auto,False,active,4.4,2,Z158,Z145,18,,949,evening,2023-11-02,Bangalore
DRV0606,EV Bike,True,inactive,3.9,36,Z072,Z072,13,3.4,901,night,2021-01-16,Bangalore
DRV0607,Auto,False,active,4.3,23,Z110,Z106,15,,1173,night,2022-02-10,Bangalore
DRV0608,Bike,False,active,4.1,32,Z067,Z018,24,,525,afternoon,2021-05-16,Bangalore
DRV0609,Bike,False,active,3.4,13,Z194,Z146,15,,592,night,2022-12-07,Bangalore
DRV0610,EV Auto,True,active,4.0,4,Z020,Z166,18,3.4,989,flexible,2023-09-03,Bangalore
DRV0611,EV Bike,True,active,4.5,2,Z191,Z015,23,3.1,725,evening,2023-11-02,Bangalore
DRV0612,Bike,False,active,4.0,8,Z091,Z017,19,,590,afternoon,2023-05-06,Bangalore
DRV0613,Bike,False,active,4.8,19,Z164,Z100,20,,656,evening,2022-06-10,Bangalore
DRV0614,Bike,False,active,3.6,34,Z128,Z061,26,,919,morning,2021-03-17,Bangalore
DRV0615,Bike,False,active,4.4,19,Z200,Z052,17,,692,night,2022-06-10,Bangalore
DRV0616,EV Auto,True,active,4.3,8,Z126,Z188,10,4.0,795,morning,2023-05-06,Bangalore
DRV0617,EV Auto,True,active,4.0,4,Z053,Z186,16,2.7,894,afternoon,2023-09-03,Bangalore
DRV0618,Bike,False,inactive,4.0,33,Z086,Z086,29,,827,night,2021-04-16,Bangalore
DRV0619,Auto,False,active,4.5,22,Z164,Z054,13,,848,afternoon,2022-03-12,Bangalore
DRV0620,Bike,False,active,3.4,5,Z039,Z041,23,,640,evening,2023-08-04,Bangalore
DRV0621,Bike,False,active,4.4,37,Z069,Z037,24,,806,morning,2021-01-01,Bangalore
DRV0622,Auto,False,active,4.5,20,Z035,Z008,20,,1080,afternoon,2022-05-11,Bangalore
DRV0623,Bike,False,active,4.4,20,Z152,Z162,29,,671,afternoon,2022-05-11,Bangalore
DRV0624,Bike,False,active,3.8,11,Z021,Z194,29,,673,night,2023-02-05,Bangalore
DRV0625,EV Auto,True,active,4.6,15,Z189,Z165,11,2.8,910,flexible,2022-10-08,Bangalore
DRV0626,Bike,False,active,4.3,3,Z187,Z085,25,,607,morning,2023-10-03,Bangalore
DRV0627,Bike,False,active,4.0,25,Z073,Z197,26,,714,evening,2021-12-12,Bangalore
DRV0628,Bike,False,active,4.1,36,Z157,Z167,17,,830,evening,2021-01-16,Bangalore
DRV0629,Auto,False,active,4.4,26,Z040,Z124,11,,998,night,2021-11-12,Bangalore
DRV0630,Auto,False,active,4.6,6,Z093,Z140,12,,866,morning,2023-07-05,Bangalore
DRV0631,EV Auto,True,active,4.3,2,Z162,Z153,9,4.1,1080,morning,2023-11-02,Bangalore
DRV0632,EV Auto,True,active,3.4,17,Z163,Z198,18,3.8,899,morning,2022-08-09,Bangalore
DRV0633,EV Bike,True,inactive,3.8,25,Z163,Z163,14,2.8,646,evening,2021-12-12,Bangalore
DRV0634,Bike,False,active,4.4,17,Z189,Z082,24,,792,afternoon,2022-08-09,Bangalore
DRV0635,EV Auto,True,active,4.2,29,Z089,Z023,14,4.2,974,flexible,2021-08-14,Bangalore
DRV0636,Bike,False,inactive,4.2,98,Z001,Z001,26,,943,flexible,2021-01-01,Bangalore
DRV0637,Bike,False,active,4.2,2,Z083,Z183,27,,749,evening,2023-11-02,Bangalore
DRV0638,Auto,False,active,4.3,3,Z103,Z093,12,,1054,morning,2023-10-03,Bangalore
DRV0639,Bike,False,active,4.6,39,Z127,Z169,28,,855,evening,2021-01-01,Bangalore
DRV0640,Bike,False,active,4.5,11,Z155,Z109,20,,977,evening,2023-02-05,Bangalore
DRV0641,Auto,False,active,3.9,27,Z164,Z002,21,,815,afternoon,2021-10-13,Bangalore
DRV0642,EV Auto,True,active,4.6,11,Z020,Z146,9,3.7,932,flexible,2023-02-05,Bangalore
DRV0643,Bike,False,active,4.8,17,Z198,Z200,23,,842,evening,2022-08-09,Bangalore
DRV0644,Auto,False,active,3.8,13,Z186,Z172,20,,1058,night,2022-12-07,Bangalore
DRV0645,Bike,False,active,4.1,13,Z015,Z121,29,,563,evening,2022-12-07,Bangalore
DRV0646,Bike,False,suspended,4.4,17,Z075,Z075,20,,702,evening,2022-08-09,Bangalore
DRV0647,Auto,False,active,4.2,19,Z125,Z149,19,,1198,flexible,2022-06-10,Bangalore
DRV0648,EV Bike,True,active,4.2,9,Z026,Z033,16,2.8,672,afternoon,2023-04-06,Bangalore
DRV0649,EV Bike,True,active,4.0,3,Z042,Z152,19,4.1,660,afternoon,2023-10-03,Bangalore
DRV0650,Auto,False,active,4.1,4,Z009,Z088,12,,671,night,2023-09-03,Bangalore
DRV0651,EV Bike,True,active,3.6,5,Z186,Z113,21,2.6,766,afternoon,2023-08-04,Bangalore
DRV0652,EV Bike,True,active,4.1,1,Z125,Z078,24,3.0,655,evening,2023-12-02,Bangalore
DRV0653,Bike,False,active,4.1,30,Z112,Z004,24,,659,evening,2021-07-15,Bangalore
DRV0654,EV Auto,True,active,4.4,7,Z154,Z164,18,4.2,1212,afternoon,2023-06-05,Bangalore
DRV0655,Bike,False,active,4.1,2,Z107,Z119,22,,690,night,2023-11-02,Bangalore
DRV0656,Auto,False,active,3.8,8,Z081,Z141,20,,972,morning,2023-05-06,Bangalore
DRV0657,Bike,False,active,4.6,13,Z058,Z186,24,,667,morning,2022-12-07,Bangalore
DRV0658,Bike,False,inactive,4.0,10,Z054,Z054,18,,571,flexible,2023-03-07,Bangalore
DRV0659,Bike,False,active,3.5,43,Z145,Z048,18,,624,afternoon,2021-01-01,Bangalore
DRV0660,Auto,False,active,4.5,7,Z070,Z197,21,,1118,afternoon,2023-06-05,Bangalore
DRV0661,EV Bike,True,active,4.0,6,Z103,Z086,25,2.9,697,morning,2023-07-05,Bangalore
DRV0662,EV Auto,True,active,4.3,21,Z169,Z126,14,2.9,881,evening,2022-04-11,Bangalore
DRV0663,EV Auto,True,active,4.1,11,Z025,Z019,8,4.3,798,morning,2023-02-05,Bangalore
DRV0664,Auto,False,inactive,3.8,10,Z069,Z069,21,,913,evening,2023-03-07,Bangalore
DRV0665,Auto,False,inactive,4.1,2,Z112,Z112,21,,919,evening,2023-11-02,Bangalore
DRV0666,Bike,False,suspended,4.4,20,Z124,Z124,18,,679,afternoon,2022-05-11,Bangalore
DRV0667,Bike,False,active,3.8,17,Z166,Z024,26,,854,morning,2022-08-09,Bangalore
DRV0668,Auto,False,active,4.3,38,Z042,Z142,16,,1181,afternoon,2021-01-01,Bangalore
DRV0669,Bike,False,active,4.0,42,Z127,Z022,29,,853,morning,2021-01-01,Bangalore
DRV0670,Bike,False,suspended,4.2,3,Z103,Z103,17,,525,afternoon,2023-10-03,Bangalore
DRV0671,Auto,False,inactive,4.2,7,Z016,Z016,15,,910,night,2023-06-05,Bangalore
DRV0672,Bike,False,active,5.0,1,Z171,Z134,29,,546,morning,2023-12-02,Bangalore
DRV0673,Auto,False,inactive,4.3,8,Z037,Z037,20,,816,flexible,2023-05-06,Bangalore
DRV0674,Auto,False,active,4.5,34,Z015,Z045,14,,1224,evening,2021-03-17,Bangalore
DRV0675,Bike,False,active,3.9,21,Z028,Z030,30,,918,morning,2022-04-11,Bangalore
DRV0676,EV Bike,True,active,3.8,29,Z189,Z174,13,3.7,663,morning,2021-08-14,Bangalore
DRV0677,EV Bike,True,active,4.8,32,Z152,Z045,13,2.8,779,afternoon,2021-05-16,Bangalore
DRV0678,Auto,False,active,3.5,16,Z161,Z011,11,,896,evening,2022-09-08,Bangalore
DRV0679,EV Bike,True,active,4.7,23,Z013,Z002,23,3.7,565,afternoon,2022-02-10,Bangalore
DRV0680,Auto,False,active,3.8,4,Z035,Z053,20,,1097,evening,2023-09-03,Bangalore
DRV0681,Bike,False,active,3.8,40,Z163,Z047,30,,774,night,2021-01-01,Bangalore
DRV0682,Bike,False,active,3.8,1,Z044,Z031,18,,553,evening,2023-12-02,Bangalore
DRV0683,Auto,False,active,4.7,8,Z022,Z050,22,,1107,night,2023-05-06,Bangalore
DRV0684,EV Auto,True,active,4.1,7,Z021,Z014,14,3.0,799,evening,2023-06-05,Bangalore
DRV0685,EV Bike,True,active,4.6,9,Z022,Z138,24,3.5,888,morning,2023-04-06,Bangalore
DRV0686,EV Bike,True,active,5.0,3,Z085,Z108,22,3.0,609,morning,2023-10-03,Bangalore
DRV0687,Bike,False,active,4.0,13,Z045,Z097,22,,663,evening,2022-12-07,Bangalore
DRV0688,EV Bike,True,active,4.2,1,Z117,Z046,14,3.9,704,evening,2023-12-02,Bangalore
DRV0689,EV Auto,True,active,4.2,4,Z190,Z146,9,4.2,825,evening,2023-09-03,Bangalore
DRV0690,Bike,False,active,3.5,42,Z155,Z041,20,,767,morning,2021-01-01,Bangalore
DRV0691,EV Bike,True,active,4.5,17,Z152,Z122,12,4.0,694,morning,2022-08-09,Bangalore
DRV0692,Bike,False,active,3.6,8,Z152,Z039,15,,461,flexible,2023-05-06,Bangalore
DRV0693,Auto,False,active,3.7,15,Z107,Z123,17,,992,morning,2022-10-08,Bangalore
DRV0694,EV Bike,True,active,4.8,33,Z054,Z034,15,4.5,845,morning,2021-04-16,Bangalore
DRV0695,Auto,False,active,3.5,6,Z160,Z192,17,,864,flexible,2023-07-05,Bangalore
DRV0696,Bike,False,active,3.7,62,Z124,Z181,15,,806,flexible,2021-01-01,Bangalore
DRV0697,Bike,False,active,3.4,16,Z069,Z179,21,,769,evening,2022-09-08,Bangalore
DRV0698,Bike,False,inactive,4.1,18,Z188,Z188,26,,557,afternoon,2022-07-10,Bangalore
DRV0699,Auto,False,active,3.2,92,Z157,Z181,18,,1265,morning,2021-01-01,Bangalore
DRV0700,Bike,False,active,4.3,16,Z196,Z193,21,,787,afternoon,2022-09-08,Bangalore
DRV0701,EV Bike,True,active,3.7,10,Z022,Z017,19,3.5,759,night,2023-03-07,Bangalore
DRV0702,Auto,False,active,4.2,15,Z075,Z116,22,,906,morning,2022-10-08,Bangalore
DRV0703,EV Bike,True,active,4.3,14,Z042,Z074,14,2.7,776,morning,2022-11-07,Bangalore
DRV0704,Bike,False,active,4.1,29,Z006,Z076,28,,778,evening,2021-08-14,Bangalore
DRV0705,Bike,False,active,4.4,52,Z044,Z017,15,,815,evening,2021-01-01,Bangalore
DRV0706,Bike,False,active,4.2,72,Z085,Z125,29,,819,morning,2021-01-01,Bangalore
DRV0707,EV Bike,True,active,4.7,16,Z126,Z096,25,2.8,723,afternoon,2022-09-08,Bangalore
DRV0708,EV Auto,True,active,3.6,5,Z154,Z074,18,4.1,773,morning,2023-08-04,Bangalore
DRV0709,Bike,False,suspended,4.0,13,Z113,Z113,23,,829,evening,2022-12-07,Bangalore
DRV0710,Bike,False,active,5.0,37,Z101,Z115,20,,752,flexible,2021-01-01,Bangalore
DRV0711,Bike,False,active,4.2,32,Z123,Z082,19,,794,flexible,2021-05-16,Bangalore
DRV0712,Bike,False,active,4.4,57,Z072,Z194,19,,1064,afternoon,2021-01-01,Bangalore
DRV0713,Bike,False,active,4.1,35,Z188,Z142,18,,756,evening,2021-02-15,Bangalore
DRV0714,Bike,False,active,4.7,41,Z164,Z165,21,,780,night,2021-01-01,Bangalore
DRV0715,EV Bike,True,active,4.4,18,Z122,Z174,18,3.5,387,evening,2022-07-10,Bangalore
DRV0716,Auto,False,active,5.0,24,Z107,Z038,15,,991,morning,2022-01-11,Bangalore
DRV0717,Bike,False,active,3.9,7,Z157,Z023,21,,683,night,2023-06-05,Bangalore
DRV0718,Bike,False,active,4.7,6,Z109,Z187,28,,566,evening,2023-07-05,Bangalore
DRV0719,Bike,False,active,4.6,7,Z135,Z086,17,,696,morning,2023-06-05,Bangalore
DRV0720,Bike,False,inactive,4.4,3,Z157,Z157,29,,700,morning,2023-10-03,Bangalore
DRV0721,EV Bike,True,active,4.5,20,Z073,Z150,20,2.9,840,night,2022-05-11,Bangalore
DRV0722,Bike,False,active,4.4,18,Z168,Z121,18,,743,afternoon,2022-07-10,Bangalore
DRV0723,Auto,False,active,4.2,2,Z034,Z196,17,,804,evening,2023-11-02,Bangalore
DRV0724,Auto,False,active,3.5,2,Z161,Z176,21,,714,afternoon,2023-11-02,Bangalore
DRV0725,Auto,False,active,3.9,30,Z161,Z015,15,,1013,afternoon,2021-07-15,Bangalore
DRV0726,Bike,False,active,4.2,7,Z099,Z013,24,,708,flexible,2023-06-05,Bangalore
DRV0727,Auto,False,active,4.2,29,Z029,Z154,18,,946,night,2021-08-14,Bangalore
DRV0728,Auto,False,active,4.1,2,Z190,Z093,18,,919,night,2023-11-02,Bangalore
DRV0729,Bike,False,active,3.6,5,Z127,Z106,25,,533,morning,2023-08-04,Bangalore
DRV0730,Bike,False,active,4.5,48,Z158,Z177,18,,764,morning,2021-01-01,Bangalore
DRV0731,Bike,False,active,4.5,7,Z190,Z093,19,,611,night,2023-06-05,Bangalore
DRV0732,Bike,False,active,3.6,19,Z034,Z057,19,,679,afternoon,2022-06-10,Bangalore
DRV0733,Bike,False,suspended,4.2,8,Z199,Z199,18,,673,night,2023-05-06,Bangalore
DRV0734,Bike,False,active,3.9,40,Z132,Z152,16,,840,morning,2021-01-01,Bangalore
DRV0735,Bike,False,active,3.0,16,Z034,Z155,21,,702,evening,2022-09-08,Bangalore
DRV0736,Bike,False,active,3.9,21,Z072,Z149,26,,727,night,2022-04-11,Bangalore
DRV0737,Auto,False,active,4.5,32,Z161,Z196,18,,943,flexible,2021-05-16,Bangalore
DRV0738,Bike,False,active,4.3,14,Z194,Z026,21,,834,afternoon,2022-11-07,Bangalore
DRV0739,Auto,False,active,4.4,6,Z047,Z091,16,,868,morning,2023-07-05,Bangalore
DRV0740,Bike,False,suspended,3.5,3,Z033,Z033,19,,611,evening,2023-10-03,Bangalore
DRV0741,Auto,False,active,4.0,25,Z033,Z099,17,,1043,evening,2021-12-12,Bangalore
DRV0742,EV Bike,True,active,3.9,6,Z111,Z049,19,3.2,681,morning,2023-07-05,Bangalore
DRV0743,Auto,False,active,4.1,33,Z152,Z169,11,,1083,afternoon,2021-04-16,Bangalore
DRV0744,Auto,False,active,3.9,2,Z044,Z017,13,,1045,evening,2023-11-02,Bangalore
DRV0745,EV Auto,True,active,3.7,34,Z186,Z128,17,3.7,921,night,2021-03-17,Bangalore
DRV0746,EV Bike,True,inactive,4.6,41,Z187,Z187,20,2.8,775,evening,2021-01-01,Bangalore
DRV0747,Bike,False,active,4.5,9,Z036,Z008,18,,628,evening,2023-04-06,Bangalore
DRV0748,Bike,False,active,4.2,9,Z085,Z040,24,,882,night,2023-04-06,Bangalore
DRV0749,Auto,False,active,4.8,1,Z124,Z052,20,,1016,evening,2023-12-02,Bangalore
DRV0750,Auto,False,active,4.4,20,Z016,Z196,16,,902,evening,2022-05-11,Bangalore
DRV0751,EV Bike,True,active,4.2,7,Z042,Z143,14,3.4,708,afternoon,2023-06-05,Bangalore
DRV0752,Bike,False,active,4.3,19,Z127,Z169,30,,660,evening,2022-06-10,Bangalore
DRV0753,Bike,False,active,4.1,57,Z158,Z174,26,,830,morning,2021-01-01,Bangalore
DRV0754,Auto,False,active,3.1,12,Z196,Z150,22,,962,afternoon,2023-01-06,Bangalore
DRV0755,Bike,False,suspended,4.0,9,Z023,Z023,22,,498,afternoon,2023-04-06,Bangalore
DRV0756,Bike,False,active,4.7,35,Z030,Z087,20,,736,morning,2021-02-15,Bangalore
DRV0757,Auto,False,active,4.4,12,Z110,Z069,21,,823,morning,2023-01-06,Bangalore
DRV0758,Bike,False,active,4.1,21,Z029,Z126,18,,748,afternoon,2022-04-11,Bangalore
DRV0759,Auto,False,active,3.6,3,Z165,Z077,16,,1013,evening,2023-10-03,Bangalore
DRV0760,EV Auto,True,active,4.7,7,Z055,Z074,17,3.3,982,morning,2023-06-05,Bangalore
DRV0761,Auto,False,active,3.7,23,Z025,Z152,14,,1212,night,2022-02-10,Bangalore
DRV0762,Auto,False,active,4.3,7,Z167,Z078,16,,917,afternoon,2023-06-05,Bangalore
DRV0763,Bike,False,active,4.0,3,Z187,Z196,20,,595,flexible,2023-10-03,Bangalore
DRV0764,Auto,False,active,3.5,33,Z191,Z120,20,,1079,flexible,2021-04-16,Bangalore
DRV0765,EV Auto,True,inactive,4.1,13,Z016,Z016,10,3.0,795,evening,2022-12-07,Bangalore
DRV0766,EV Bike,True,inactive,4.5,17,Z024,Z024,16,3.8,445,afternoon,2022-08-09,Bangalore
DRV0767,Auto,False,active,4.2,60,Z044,Z008,22,,1168,evening,2021-01-01,Bangalore
DRV0768,Auto,False,active,5.0,7,Z020,Z052,14,,960,afternoon,2023-06-05,Bangalore
DRV0769,EV Bike,True,active,4.5,14,Z021,Z185,12,4.2,806,morning,2022-11-07,Bangalore
DRV0770,Auto,False,inactive,4.1,6,Z105,Z105,20,,953,afternoon,2023-07-05,Bangalore
DRV0771,EV Bike,True,inactive,4.2,8,Z160,Z160,22,4.4,875,flexible,2023-05-06,Bangalore
DRV0772,Bike,False,inactive,4.6,66,Z034,Z034,25,,767,evening,2021-01-01,Bangalore
DRV0773,EV Bike,True,active,4.3,28,Z056,Z037,15,3.4,819,afternoon,2021-09-13,Bangalore
DRV0774,Auto,False,active,3.3,7,Z033,Z082,17,,822,flexible,2023-06-05,Bangalore
DRV0775,EV Bike,True,inactive,4.2,25,Z193,Z193,12,4.4,577,evening,2021-12-12,Bangalore
DRV0776,EV Bike,True,active,3.9,57,Z177,Z172,20,3.1,930,flexible,2021-01-01,Bangalore
DRV0777,Bike,False,active,4.2,60,Z064,Z114,27,,927,afternoon,2021-01-01,Bangalore
DRV0778,EV Auto,True,active,4.1,5,Z040,Z113,18,3.3,796,morning,2023-08-04,Bangalore
DRV0779,EV Bike,True,inactive,4.0,18,Z121,Z121,23,4.3,701,night,2022-07-10,Bangalore
DRV0780,EV Bike,True,active,4.4,3,Z099,Z108,23,4.0,834,evening,2023-10-03,Bangalore
DRV0781,Bike,False,active,4.4,9,Z013,Z103,21,,781,evening,2023-04-06,Bangalore
DRV0782,Bike,False,active,3.7,8,Z197,Z167,19,,741,night,2023-05-06,Bangalore
DRV0783,Bike,False,active,4.1,12,Z067,Z045,25,,715,morning,2023-01-06,Bangalore
DRV0784,Bike,False,active,4.3,2,Z160,Z058,15,,684,evening,2023-11-02,Bangalore
DRV0785,Bike,False,active,3.9,3,Z068,Z180,20,,865,afternoon,2023-10-03,Bangalore
DRV0786,Bike,False,active,4.2,5,Z159,Z031,15,,695,night,2023-08-04,Bangalore
DRV0787,EV Auto,True,inactive,5.0,2,Z058,Z058,12,3.1,860,evening,2023-11-02,Bangalore
DRV0788,Bike,False,inactive,4.5,12,Z071,Z071,21,,585,night,2023-01-06,Bangalore
DRV0789,Bike,False,suspended,3.3,1,Z122,Z122,22,,789,evening,2023-12-02,Bangalore
DRV0790,Bike,False,active,4.1,5,Z178,Z102,21,,477,evening,2023-08-04,Bangalore
DRV0791,Bike,False,active,4.0,59,Z092,Z061,30,,965,flexible,2021-01-01,Bangalore
DRV0792,Auto,False,active,4.2,6,Z067,Z130,14,,969,afternoon,2023-07-05,Bangalore
DRV0793,EV Auto,True,active,5.0,2,Z068,Z044,10,2.7,696,evening,2023-11-02,Bangalore
DRV0794,Bike,False,active,4.3,4,Z035,Z128,23,,624,afternoon,2023-09-03,Bangalore
DRV0795,EV Bike,True,active,4.4,26,Z068,Z133,14,4.0,782,evening,2021-11-12,Bangalore
DRV0796,EV Auto,True,active,4.2,23,Z163,Z113,8,3.0,815,morning,2022-02-10,Bangalore
DRV0797,Bike,False,active,4.5,20,Z128,Z011,29,,544,evening,2022-05-11,Bangalore
DRV0798,Auto,False,inactive,4.3,27,Z032,Z032,11,,890,morning,2021-10-13,Bangalore
DRV0799,Bike,False,active,4.1,1,Z186,Z150,21,,604,night,2023-12-02,Bangalore
DRV0800,Bike,False,inactive,4.4,5,Z128,Z128,18,,600,evening,2023-08-04,Bangalore
DRV0801,Auto,False,active,3.7,7,Z030,Z083,10,,1007,night,2023-06-05,Bangalore
DRV0802,Auto,False,active,4.4,2,Z153,Z169,15,,995,evening,2023-11-02,Bangalore
DRV0803,Auto,False,inactive,4.0,12,Z146,Z146,13,,952,night,2023-01-06,Bangalore
DRV0804,Bike,False,active,3.9,7,Z141,Z155,27,,675,morning,2023-06-05,Bangalore
DRV0805,EV Auto,True,inactive,4.5,90,Z053,Z053,14,3.1,1228,night,2021-01-01,Bangalore
DRV0806,Auto,False,active,3.7,26,Z112,Z189,20,,837,afternoon,2021-11-12,Bangalore
DRV0807,Bike,False,active,3.5,28,Z122,Z100,30,,860,afternoon,2021-09-13,Bangalore
DRV0808,EV Bike,True,active,4.4,8,Z112,Z162,12,3.2,500,evening,2023-05-06,Bangalore
DRV0809,Bike,False,active,3.7,4,Z128,Z135,17,,707,morning,2023-09-03,Bangalore
DRV0810,EV Bike,True,active,3.6,1,Z176,Z077,18,3.6,658,evening,2023-12-02,Bangalore
DRV0811,EV Auto,True,active,4.0,55,Z109,Z025,17,4.1,1207,afternoon,2021-01-01,Bangalore
